user,movie,rating,timestamp,month,day
4,3014,5,978244114,4,249
4,2358,5,978246450,4,249
4,3444,1,978243896,4,249
4,2359,3,978242541,4,249
4,2286,5,978241981,4,249
4,2213,3,978244667,4,249
4,3445,2,978243869,4,249
4,1515,3,978244540,4,249
4,1843,3,978244624,4,249
4,589,4,978244177,4,249
4,2290,3,978245568,4,249
4,2647,3,978242607,4,249
4,1455,3,978246576,4,249
4,2648,1,978241072,4,249
4,2502,5,978244493,4,249
4,2220,4,978244568,4,249
4,160,4,978244624,4,249
4,1111,1,978241390,4,249
4,2947,4,978242016,4,249
4,2001,2,978243121,4,249
4,1656,3,978244517,4,249
4,3094,5,978244852,4,249
4,2368,2,978244759,4,249
4,2222,5,978244808,4,249
4,1591,4,978245314,4,249
4,1259,1,978245314,4,249
4,2652,3,978243121,4,249
4,2654,4,978242788,4,249
4,1852,4,978246162,4,249
4,2656,2,978246162,4,249
4,1854,3,978245314,4,249
4,2511,4,978242607,4,249
4,3317,2,978245948,4,249
4,3675,1,978243896,4,249
4,956,3,978242847,4,249
4,884,4,978244493,4,249
4,2951,1,978245916,4,249
4,1729,3,978244603,4,249
4,315,3,978244177,4,249
4,174,4,978244568,4,249
4,457,3,978244893,4,249
4,604,4,978244177,4,249
4,1405,3,978245829,4,249
4,2090,1,978244808,4,249
4,1666,4,978245891,4,249
4,1597,3,978245916,4,249
4,3180,1,978245916,4,249
4,3107,2,978243085,4,249
4,1670,3,978244205,4,249
4,2737,2,978243085,4,249
4,2665,2,978242788,4,249
4,1603,4,978244667,4,249
4,318,3,978245863,4,249
4,1944,3,978242934,4,249
4,3031,1,978245645,4,249
4,2883,2,978245790,4,249
4,1195,5,978244177,4,249
4,1734,3,978245966,4,249
4,2530,5,978242323,4,249
4,1468,3,978245314,4,249
4,3036,2,978246576,4,249
4,2890,4,978242541,4,249
4,1475,3,978244962,4,249
4,1672,1,978245763,4,249
4,1673,2,978246108,4,249
4,1604,3,978245314,4,249
4,896,4,978241072,4,249
4,1539,4,978245999,4,249
4,1607,2,978245891,4,249
4,2315,3,978245708,4,249
4,1680,4,978245763,4,249
4,3407,3,978245916,4,249
4,2821,4,978245445,4,249
4,3044,1,978242323,4,249
4,1959,2,978244053,4,249
4,15,3,978245645,4,249
4,262,3,978245037,4,249
4,1960,4,978246555,4,249
4,192,3,978246108,4,249
4,547,4,978246504,4,249
4,1478,4,978242977,4,249
4,2977,3,978244962,4,249
4,2249,4,978242640,4,249
4,1482,4,978245568,4,249
4,1073,5,978244205,4,249
4,3191,4,978245065,4,249
4,901,5,978242740,4,249
4,1681,4,978244603,4,249
4,3339,3,978242323,4,249
4,3340,3,978242541,4,249
4,2538,2,978242607,4,249
4,1424,4,978244830,4,249
4,1683,5,978245740,4,249
4,1684,3,978246450,4,249
4,2321,4,978242679,4,249
4,1685,4,978245334,4,249
4,3197,2,978246162,4,249
4,3198,4,978244893,4,249
4,907,4,978241072,4,249
4,3555,3,978243803,4,249
4,2326,5,978243054,4,249
4,1553,1,978245548,4,249
4,2614,3,978241434,4,249
4,408,2,978245891,4,249
4,2690,3,978242080,4,249
4,982,5,978244540,4,249
4,1815,3,978246576,4,249
4,1816,4,978245568,4,249
4,269,3,978245487,4,249
4,23,1,978242934,4,249
4,2982,2,978241434,4,249
4,344,4,978245863,4,249
4,2254,4,978245445,4,249
4,1077,2,978242080,4,249
4,28,5,978245065,4,249
4,558,4,978244603,4,249
4,1079,4,978245065,4,249
4,1491,3,978246479,4,249
4,1493,4,978245037,4,249
4,3349,3,978244962,4,249
4,2119,1,978241390,4,249
4,493,3,978245687,4,249
4,200,2,978246033,4,249
4,1695,2,978245663,4,249
4,2839,4,978241981,4,249
4,2693,3,978243054,4,249
4,2623,4,978242977,4,249
4,1897,2,978245931,4,249
4,3430,3,978245065,4,249
4,349,2,978246504,4,249
4,31,4,978244962,4,249
4,1223,3,978244001,4,249
4,1828,4,978246426,4,249
4,1155,4,978244852,4,249
4,3717,3,978241981,4,249
4,33,4,978244603,4,249
4,352,1,978241112,4,249
4,353,2,978245829,4,249
4,35,3,978244808,4,249
4,705,4,978244493,4,249
5,2337,5,978236670,4,249
5,1085,4,978236670,4,249
5,3648,4,978238371,4,249
5,1017,4,978237691,4,249
5,1642,5,978237570,4,249
5,1022,5,978237767,4,249
5,3509,4,978238195,4,249
5,360,4,978237570,4,249
5,3432,5,978236670,4,249
5,3003,4,978236075,4,249
5,364,4,978237909,4,249
5,293,2,978237379,4,249
5,47,5,978237570,4,249
5,3005,5,978238036,4,249
5,1171,4,978236771,4,249
5,3439,3,978238036,4,249
5,584,4,978237511,4,249
5,0,4,978237008,4,249
5,1030,4,978236219,4,249
5,2789,1,978236809,4,249
5,373,3,978236383,4,249
5,586,3,978237232,4,249
5,591,4,978237511,4,249
5,593,5,978239019,4,249
5,379,4,978237909,4,249
5,2437,3,978236975,4,249
5,3455,3,978236719,4,249
5,1526,4,978237570,4,249
5,1529,4,978238948,4,249
5,1937,4,978236122,4,249
5,2012,4,978236567,4,249
5,2013,3,978236975,4,249
5,3531,3,978237813,4,249
5,3535,5,978237767,4,249
5,2733,4,978236612,4,249
5,3465,4,978236219,4,249
5,3467,5,978238230,4,249
5,1192,3,978236219,4,249
5,3684,5,978238195,4,249
5,3613,3,978238036,4,249
5,1948,3,978237813,4,249
5,3616,3,978236519,4,249
5,3541,3,978237813,4,249
5,1276,3,978236519,4,249
5,827,4,978237444,4,249
5,994,3,978238036,4,249
5,1878,5,978237767,4,249
5,2897,5,978237273,4,249
5,263,4,978237909,4,249
5,16,4,978236383,4,249
5,3630,4,978236567,4,249
5,1416,4,978236383,4,249
5,1072,5,978236670,4,249
5,900,4,978236122,4,249
5,197,5,978237570,4,249
5,902,5,978237767,4,249
5,3339,5,978238230,4,249
5,1743,3,978236876,4,249
5,3555,4,978238256,4,249
5,2400,3,978236670,4,249
5,2327,4,978236809,4,249
5,2031,3,978236567,4,249
5,1890,3,978236612,4,249
5,2252,3,978237034,4,249
5,1359,5,978237691,4,249
5,908,4,978238851,4,249
5,565,4,978236876,4,249
5,1628,4,978236567,4,249
5,3496,4,978238288,4,249
5,1015,4,978237767,4,249
5,33,4,978237444,4,249
6,642,4,978234737,4,249
6,850,4,978234874,4,249
6,2847,5,978234842,4,249
6,3509,3,978234737,4,249
6,3724,3,978234737,4,249
6,1568,5,978234786,4,249
6,585,5,978234786,4,249
6,5,4,978234842,4,249
6,438,4,978234632,4,249
6,724,5,978234842,4,249
6,373,3,978234810,4,249
6,2284,5,978234874,4,249
6,1178,5,978234632,4,249
6,2502,5,978234786,4,249
6,376,5,978234874,4,249
6,1928,5,978234737,4,249
6,1250,4,978234581,4,249
6,453,5,978234786,4,249
6,1533,4,978234874,4,249
6,3684,4,978234737,4,249
6,3038,3,978234898,4,249
6,470,5,978234842,4,249
6,1673,4,978234874,4,249
6,3187,5,978234874,4,249
6,1539,4,978234842,4,249
6,108,5,978234786,4,249
6,1203,4,978234659,4,249
6,1959,5,978234786,4,249
6,476,4,978234607,4,249
6,345,5,978234874,4,249
6,3349,3,978234810,4,249
7,38,3,978229571,4,249
7,2267,3,978230120,4,249
7,285,5,978229391,4,249
7,3356,3,978231982,4,249
7,2199,3,978230852,4,249
7,1439,4,978230052,4,249
7,1372,5,978229702,4,249
7,1636,4,978230852,4,249
7,2847,5,978229172,4,249
7,502,3,978230483,4,249
7,504,3,978230435,4,249
7,3144,3,978233462,4,249
7,41,3,978232754,4,249
7,644,5,978230943,4,249
7,3431,3,978232754,4,249
7,293,5,978229857,4,249
7,3078,5,978230550,4,249
7,3079,3,978230248,4,249
7,2633,3,978230943,4,249
7,2209,3,978229293,4,249
7,1448,3,978231493,4,249
7,2421,2,978229293,4,249
7,585,5,978229138,4,249
7,1768,4,978231592,4,249
7,1646,3,978231121,4,249
7,148,4,978230611,4,249
7,149,4,978231150,4,249
7,0,4,978233496,4,249
7,506,3,978232056,4,249
7,3,3,978232203,4,249
7,2937,3,978230227,4,249
7,2789,5,978229817,4,249
7,1578,3,978230966,4,249
7,1245,5,978229524,4,249
7,724,3,978229347,4,249
7,373,4,978229204,4,249
7,3086,3,978232231,4,249
7,2358,5,978229204,4,249
7,57,5,978230286,4,249
7,2643,3,978230886,4,249
7,2360,2,978231890,4,249
7,1771,4,978230577,4,249
7,2502,5,978229172,4,249
7,1847,5,978229293,4,249
7,1458,3,978231982,4,249
7,227,4,978231637,4,249
7,1104,4,978230391,4,249
7,159,3,978230435,4,249
7,161,5,978229246,4,249
7,1388,5,978230391,4,249
7,520,5,978230611,4,249
7,1045,3,978229614,4,249
7,523,4,978229857,4,249
7,450,3,978231173,4,249
7,1653,4,978231659,4,249
7,1254,5,978233462,4,249
7,731,5,978233526,4,249
7,1656,5,978229900,4,249
7,1257,3,978229614,4,249
7,2222,5,978229702,4,249
7,1593,5,978229702,4,249
7,3459,4,978231687,4,249
7,2228,3,978231252,4,249
7,3317,3,978229979,4,249
7,1937,3,978229347,4,249
7,604,5,978229857,4,249
7,461,5,978231173,4,249
7,1663,3,978231890,4,249
7,534,3,978230391,4,249
7,389,2,978229138,4,249
7,2373,4,978230550,4,249
7,1336,4,978230800,4,249
7,72,4,978230286,4,249
7,3177,4,978230391,4,249
7,3104,2,978232012,4,249
7,1533,4,978228960,4,249
7,103,4,978232056,4,249
7,1192,4,978228789,4,249
7,1195,5,978229817,4,249
7,250,5,978230943,4,249
7,3036,4,978230666,4,249
7,3038,5,978229246,4,249
7,3181,3,978230184,4,249
7,3183,3,978230013,4,249
7,1672,5,978230800,4,249
7,472,3,978230687,4,249
7,3187,5,978229347,4,249
7,896,5,978228882,4,249
7,3188,3,978247143,4,249
7,1607,5,978230886,4,249
7,1539,4,978229293,4,249
7,108,5,978229172,4,249
7,109,5,978228832,4,249
7,3190,4,978231571,4,249
7,3117,4,978230852,4,249
7,1548,4,978230943,4,249
7,1954,3,978231802,4,249
7,13,4,978230756,4,249
7,1959,5,978229138,4,249
7,333,5,978230248,4,249
7,262,4,978229571,4,249
7,15,4,978230095,4,249
7,263,4,978231614,4,249
7,16,4,978229571,4,249
7,2245,3,978232056,4,249
7,2531,2,978229391,4,249
7,476,5,978228960,4,249
7,266,4,978231121,4,249
7,551,4,978229204,4,249
7,1740,3,978232056,4,249
7,3191,3,978229957,4,249
7,1681,4,978230013,4,249
7,1614,3,978230611,4,249
7,3196,5,978229138,4,249
7,1686,4,978229614,4,249
7,3198,5,978229204,4,249
7,3412,4,978228882,4,249
7,2327,5,978229524,4,249
7,2617,4,978230152,4,249
7,2619,3,978231429,4,249
7,341,3,978230943,4,249
7,2251,2,978231802,4,249
7,23,4,978230966,4,249
7,24,5,978229477,4,249
7,2255,3,978230483,4,249
7,345,4,978229347,4,249
7,558,5,978230184,4,249
7,2260,5,978229900,4,249
7,1746,2,978231031,4,249
7,2472,3,978231031,4,249
7,3349,3,978229138,4,249
7,1627,5,978230356,4,249
7,2839,3,978230052,4,249
7,1632,5,978230649,4,249
7,2623,5,978229138,4,249
7,1014,4,978232203,4,249
7,2630,5,978229347,4,249
7,279,3,978231802,4,249
7,35,4,978230013,4,249
8,2199,4,978226495,4,249
8,1439,4,978226248,4,249
8,1372,3,978226081,4,249
8,850,2,978226665,4,249
8,1636,4,978226302,4,249
8,3648,3,978225709,4,249
8,504,3,978226315,4,249
8,3724,4,978225581,4,249
8,711,4,978225898,4,249
8,363,3,978226678,4,249
8,46,5,978226093,4,249
8,3078,4,978226081,4,249
8,3079,3,978225827,4,249
8,1575,4,978225924,4,249
8,2209,4,978226665,4,249
8,220,4,978226165,4,249
8,148,3,978226041,4,249
8,3229,4,978225686,4,249
8,0,5,978225952,4,249
8,2937,3,978226041,4,249
8,2789,4,978225333,4,249
8,3878,3,978225177,4,249
8,49,4,978225333,4,249
8,1245,4,978226066,4,249
8,795,3,978226564,4,249
8,3441,3,978225570,4,249
8,373,3,978226150,4,249
8,1513,2,978225489,4,249
8,586,5,978226434,4,249
8,3444,3,978225730,4,249
8,2286,4,978226054,4,249
8,1843,3,978226343,4,249
8,589,5,978225314,4,249
8,2502,5,978225984,4,249
8,593,3,978226473,4,249
8,297,4,978226277,4,249
8,1720,4,978226291,4,249
8,160,4,978226023,4,249
8,520,4,978226599,4,249
8,3232,2,978225718,4,249
8,1322,3,978226261,4,249
8,523,5,978225303,4,249
8,3091,3,978225984,4,249
8,525,5,978226564,4,249
8,453,5,978226006,4,249
8,1656,4,978225924,4,249
8,735,4,978225898,4,249
8,3383,2,978225746,4,249
8,2225,4,978226678,4,249
8,1852,4,978226368,4,249
8,1593,4,978226109,4,249
8,1854,5,978226165,4,249
8,1726,3,978226109,4,249
8,1046,4,978226261,4,249
8,315,5,978225883,4,249
8,604,4,978225898,4,249
8,1335,3,978226644,4,249
8,1337,4,978226207,4,249
8,3109,3,978224908,4,249
8,3682,4,978224859,4,249
8,1192,4,978224893,4,249
8,3756,2,978225758,4,249
8,1195,4,978225314,4,249
8,3686,2,978225613,4,249
8,2530,2,978225952,4,249
8,2233,4,978226463,4,249
8,1468,4,978226123,4,249
8,2890,4,978226123,4,249
8,1132,4,978225333,4,249
8,2097,4,978226197,4,249
8,1672,5,978226248,4,249
8,3184,4,978226165,4,249
8,3186,4,978226216,4,249
8,1607,4,978226619,4,249
8,827,3,978226495,4,249
8,1543,5,978226233,4,249
8,1203,4,978224908,4,249
8,1205,4,978225968,4,249
8,2821,5,978226291,4,249
8,1959,5,978225908,4,249
8,3045,4,978225952,4,249
8,15,4,978226599,4,249
8,476,4,978226448,4,249
8,1073,4,978225968,4,249
8,900,4,978224879,4,249
8,1421,3,978226150,4,249
8,3339,4,978225570,4,249
8,3554,4,978225671,4,249
8,768,5,978226248,4,249
8,1623,3,978226150,4,249
8,3415,2,978225778,4,249
8,408,3,978226261,4,249
8,3846,3,978225153,4,249
8,982,4,978226328,4,249
8,1214,3,978225303,4,249
8,1287,4,978225429,4,249
8,24,4,978226041,4,249
8,2255,5,978226066,4,249
8,345,4,978226564,4,249
8,908,3,978225401,4,249
8,3201,3,978226448,4,249
8,2693,4,978225984,4,249
8,1892,5,978224859,4,249
8,2623,4,978225429,4,249
8,1290,3,978226006,4,249
8,424,3,978226580,4,249
9,2553,5,978228212,4,249
9,642,4,978224925,4,249
9,2559,3,978228408,4,249
9,3289,5,978226378,4,249
9,3290,3,978227125,4,249
9,1636,5,978226319,4,249
9,1703,4,978228655,4,249
9,1300,3,978230837,4,249
9,2055,3,978229208,4,249
9,2056,5,979167795,5,259
9,1230,3,978226572,4,249
9,1985,4,978229409,4,249
9,1232,3,979775409,5,267
9,1233,5,978226866,4,249
9,711,5,979775240,5,267
9,3798,3,978225997,4,249
9,1234,3,978226254,4,249
9,3799,3,978230562,4,249
9,1236,3,979168591,5,260
9,3431,5,978228153,4,249
9,1237,5,978227300,4,249
9,3432,5,978228911,4,249
9,2928,4,978226026,4,249
9,1239,3,979168564,5,260
9,647,4,978227051,4,249
9,1763,5,979776206,5,267
9,3294,5,978227696,4,249
9,582,3,978228747,4,249
9,583,5,978227028,4,249
9,3369,3,979168346,5,260
9,584,4,978225900,4,249
9,3370,2,978229894,4,249
9,585,4,978226128,4,249
9,1644,4,978230253,4,249
9,3227,4,978226103,4,249
9,220,2,978225900,4,249
9,148,5,978226319,4,249
9,2427,4,978227087,4,249
9,0,5,978226474,4,249
9,2428,4,978229979,4,249
9,1,5,979168267,5,260
9,2429,4,979776161,5,267
9,151,3,978229917,4,249
9,6,4,978227763,4,249
9,2064,4,978229171,4,249
9,2066,4,978224779,4,249
9,3878,4,978295480,5,249
9,2067,4,978230063,4,249
9,2068,4,978227842,4,249
9,1385,4,978227188,4,249
9,792,5,978226425,4,249
9,2069,3,978228848,4,249
9,1386,5,978229624,4,249
9,1998,3,979167600,5,259
9,1245,5,979167660,5,259
9,1318,5,979168036,5,260
9,1249,5,978226500,4,249
9,1178,5,979168108,5,260
9,586,5,978227646,4,249
9,1179,5,979167660,5,259
9,1180,5,978225630,4,249
9,2571,5,979168210,5,260
9,588,4,978227263,4,249
9,590,5,978226913,4,249
9,2647,4,978225952,4,249
9,591,5,980638533,5,277
9,2648,4,979775973,5,267
9,2502,5,979168108,5,260
9,592,4,978228174,4,249
9,3378,5,980638373,5,277
9,593,4,978224375,4,249
9,1849,3,978230230,4,249
9,2071,5,979168295,5,260
9,1388,4,978226287,4,249
9,2003,4,978230923,4,249
9,1250,4,978225735,4,249
9,1251,5,978226349,4,249
9,1324,3,978229295,4,249
9,2008,3,979775266,5,267
9,2009,4,978227646,4,249
9,1256,3,979168446,5,260
9,733,3,978224375,4,249
9,665,3,978228408,4,249
9,1258,5,978225922,4,249
9,735,5,979168564,5,260
9,3382,5,978226739,4,249
9,3456,2,978226500,4,249
9,1852,4,978227503,4,249
9,1854,5,978228288,4,249
9,1858,3,978225599,4,249
9,3317,4,978227379,4,249
9,2588,4,978224779,4,249
9,3319,3,978230736,4,249
9,1726,5,979168470,5,260
9,313,5,978227503,4,249
9,314,4,978228625,4,249
9,315,4,979775159,5,267
9,245,5,978229811,4,249
9,2011,4,978226866,4,249
9,2012,5,978228053,4,249
9,2013,3,978228754,4,249
9,1262,5,978224549,4,249
9,1335,5,978227871,4,249
9,1263,3,980638614,5,277
9,740,4,979775386,5,267
9,1336,5,978227625,4,249
9,2018,5,979775738,5,267
9,1266,5,979167906,5,259
9,1267,3,978227425,4,249
9,2735,5,978227003,4,249
9,3539,3,978228601,4,249
9,2593,4,978227529,4,249
9,3397,5,979168267,5,260
9,3031,3,978227105,4,249
9,2231,5,978225682,4,249
9,250,5,978228886,4,249
9,178,2,978226766,4,249
9,2530,5,979168618,5,260
9,2233,5,978227317,4,249
9,325,5,978229147,4,249
9,2965,4,980638330,5,277
9,3039,5,979168036,5,260
9,2966,3,978225997,4,249
9,184,3,978229938,4,249
9,2092,5,978228212,4,249
9,2968,5,978225682,4,249
9,2021,4,978228820,4,249
9,2970,4,978228053,4,249
9,2022,3,978230593,4,249
9,890,5,979167926,5,259
9,819,5,978229716,4,249
9,2024,4,978229624,4,249
9,1271,5,978225735,4,249
9,892,4,979775329,5,267
9,2025,4,978229097,4,249
9,1272,5,979775615,5,267
9,1273,4,978225682,4,249
9,2027,5,979775364,5,267
9,1274,4,978225952,4,249
9,755,4,978230330,4,249
9,3402,5,978226231,4,249
9,2677,5,978228307,4,249
9,996,5,979168267,5,260
9,1878,5,978226805,4,249
9,1879,4,978224400,4,249
9,329,3,978228911,4,249
9,257,5,979168077,5,260
9,3045,4,978225759,4,249
9,2243,5,978224549,4,249
9,335,5,979167945,5,260
